user_id,event_timestamp,event_name
17,2026-06-03 02:00:00,teammate_invited
17,2026-06-06 02:00:00,integration_connected
17,2026-06-08 02:00:00,report_created
18,2026-02-22 00:00:00,signup
18,2026-02-22 12:00:00,onboarding_started
18,2026-02-22 14:00:00,onboarding_completed
18,2026-02-22 14:00:00,project_created
18,2026-02-23 14:00:00,teammate_invited
18,2026-02-26 14:00:00,report_created
18,2026-03-28 00:00:00,dashboard_viewed
19,2026-01-02 00:00:00,signup
19,2026-01-02 23:00:00,onboarding_started
19,2026-01-03 00:00:00,onboarding_completed
19,2026-01-05 00:00:00,project_created
19,2026-01-10 00:00:00,report_created
20,2026-03-29 00:00:00,signup
20,2026-03-29 16:00:00,onboarding_started
20,2026-03-29 23:00:00,onboarding_completed
20,2026-04-01 23:00:00,project_created
20,2026-04-01 23:00:00,teammate_invited
20,2026-04-02 23:00:00,report_created
20,2026-04-03 23:00:00,integration_connected
20,2026-04-28 00:00:00,dashboard_viewed
21,2026-06-07 00:00:00,signup
21,2026-06-07 08:00:00,onboarding_started
21,2026-06-07 18:00:00,onboarding_completed
22,2026-02-07 00:00:00,signup
22,2026-02-07 15:00:00,onboarding_started
22,2026-02-08 01:00:00,onboarding_completed
22,2026-02-09 01:00:00,project_created
23,2026-05-10 00:00:00,signup
24,2026-01-21 00:00:00,signup
24,2026-01-21 08:00:00,onboarding_started
24,2026-01-21 10:00:00,onboarding_completed
25,2026-06-10 00:00:00,signup
25,2026-06-10 08:00:00,onboarding_started
25,2026-06-10 15:00:00,onboarding_completed
26,2026-02-27 00:00:00,signup
26,2026-02-27 22:00:00,onboarding_started
26,2026-02-28 01:00:00,onboarding_completed
27,2026-01-22 00:00:00,signup
27,2026-01-22 19:00:00,onboarding_started
28,2026-03-30 00:00:00,signup
28,2026-03-30 15:00:00,onboarding_started
28,2026-03-30 22:00:00,onboarding_completed
28,2026-03-31 22:00:00,project_created
28,2026-03-31 22:00:00,integration_connected
28,2026-04-01 22:00:00,report_created
29,2026-02-18 00:00:00,signup
30,2026-02-28 00:00:00,signup
31,2026-06-19 00:00:00,signup
32,2026-01-15 00:00:00,signup
32,2026-01-15 02:00:00,onboarding_started
32,2026-01-15 13:00:00,onboarding_completed
33,2026-06-24 00:00:00,signup
33,2026-06-24 06:00:00,onboarding_started
33,2026-06-24 13:00:00,onboarding_completed
34,2026-02-20 00:00:00,signup
34,2026-02-20 13:00:00,onboarding_started
34,2026-02-20 14:00:00,onboarding_completed
35,2026-04-18 00:00:00,signup
35,2026-04-18 15:00:00,onboarding_started
36,2026-02-24 00:00:00,signup
36,2026-02-24 21:00:00,onboarding_started
36,2026-02-25 04:00:00,onboarding_completed
36,2026-02-27 04:00:00,project_created
36,2026-03-01 04:00:00,integration_connected
37,2026-03-05 00:00:00,signup
37,2026-03-05 01:00:00,onboarding_started
37,2026-03-05 05:00:00,onboarding_completed
37,2026-03-08 05:00:00,project_created
37,2026-03-08 05:00:00,teammate_invited
37,2026-04-08 00:00:00,dashboard_viewed
38,2026-05-11 00:00:00,signup
38,2026-05-11 03:00:00,onboarding_started
38,2026-05-11 10:00:00,onboarding_completed
38,2026-05-11 10:00:00,project_created
39,2026-02-20 00:00:00,signup
40,2026-05-15 00:00:00,signup
40,2026-05-15 17:00:00,onboarding_started
40,2026-05-15 22:00:00,onboarding_completed
40,2026-05-16 22:00:00,project_created
40,2026-05-18 22:00:00,teammate_invited
40,2026-05-21 22:00:00,report_created
41,2026-01-21 00:00:00,signup
41,2026-01-21 17:00:00,onboarding_started
41,2026-01-22 02:00:00,onboarding_completed
41,2026-01-22 02:00:00,project_created
41,2026-01-22 02:00:00,teammate_invited
42,2026-03-14 00:00:00,signup
43,2026-06-16 00:00:00,signup
43,2026-06-16 22:00:00,onboarding_started
43,2026-06-17 05:00:00,onboarding_completed
44,2026-01-18 00:00:00,signup
44,2026-01-18 04:00:00,onboarding_started
44,2026-01-18 08:00:00,onboarding_completed
45,2026-05-12 00:00:00,signup
45,2026-05-12 19:00:00,onboarding_started
46,2026-03-30 00:00:00,signup
46,2026-03-30 10:00:00,onboarding_started
46,2026-03-30 11:00:00,onboarding_completed
46,2026-04-02 11:00:00,project_created
46,2026-04-03 11:00:00,report_created
46,2026-04-05 11:00:00,integration_connected
46,2026-04-30 00:00:00,dashboard_viewed
47,2026-03-01 00:00:00,signup
47,2026-03-01 19:00:00,onboarding_started
48,2026-01-14 00:00:00,signup
48,2026-01-14 13:00:00,onboarding_started
48,2026-01-14 14:00:00,onboarding_completed
48,2026-01-16 14:00:00,project_created
49,2026-01-09 00:00:00,signup
49,2026-01-09 01:00:00,onboarding_started
49,2026-01-09 06:00:00,onboarding_completed
50,2026-03-31 00:00:00,signup
51,2026-02-22 00:00:00,signup
51,2026-02-22 08:00:00,onboarding_started
52,2026-05-10 00:00:00,signup
52,2026-05-10 18:00:00,onboarding_started
52,2026-05-10 21:00:00,onboarding_completed
52,2026-05-12 21:00:00,project_created
52,2026-06-09 00:00:00,dashboard_viewed
53,2026-03-25 00:00:00,signup
53,2026-03-25 02:00:00,onboarding_started
53,2026-03-25 04:00:00,onboarding_completed
54,2026-04-02 00:00:00,signup
54,2026-04-02 20:00:00,onboarding_started
55,2026-04-21 00:00:00,signup
55,2026-04-21 08:00:00,onboarding_started
55,2026-04-21 10:00:00,onboarding_completed
56,2026-06-21 00:00:00,signup
57,2026-01-08 00:00:00,signup
58,2026-06-24 00:00:00,signup
58,2026-06-24 10:00:00,onboarding_started
58,2026-06-24 20:00:00,onboarding_completed
58,2026-06-27 20:00:00,project_created
59,2026-02-04 00:00:00,signup
59,2026-02-04 02:00:00,onboarding_started
59,2026-02-04 07:00:00,onboarding_completed
59,2026-02-07 07:00:00,project_created
59,2026-02-13 07:00:00,report_created
59,2026-03-14 00:00:00,dashboard_viewed
60,2026-03-22 00:00:00,signup
60,2026-03-22 16:00:00,onboarding_started
61,2026-06-13 00:00:00,signup
61,2026-06-13 20:00:00,onboarding_started
62,2026-02-19 00:00:00,signup
62,2026-02-19 14:00:00,onboarding_started
62,2026-02-20 00:00:00,onboarding_completed
62,2026-02-21 00:00:00,project_created
63,2026-04-14 00:00:00,signup
64,2026-05-12 00:00:00,signup
64,2026-05-12 01:00:00,onboarding_started
64,2026-05-12 08:00:00,onboarding_completed
64,2026-05-15 08:00:00,project_created
65,2026-01-02 00:00:00,signup
65,2026-01-02 18:00:00,onboarding_started
66,2026-05-14 00:00:00,signup
66,2026-05-14 21:00:00,onboarding_started
66,2026-05-15 05:00:00,onboarding_completed
67,2026-02-23 00:00:00,signup
67,2026-02-23 10:00:00,onboarding_started
67,2026-02-23 11:00:00,onboarding_completed
68,2026-04-16 00:00:00,signup
68,2026-04-16 19:00:00,onboarding_started
69,2026-01-04 00:00:00,signup
69,2026-01-04 13:00:00,onboarding_started
69,2026-01-04 15:00:00,onboarding_completed
69,2026-01-07 15:00:00,project_created
69,2026-01-08 15:00:00,teammate_invited
69,2026-01-09 15:00:00,integration_connected
69,2026-01-10 15:00:00,report_created
70,2026-02-23 00:00:00,signup
70,2026-02-23 15:00:00,onboarding_started
70,2026-02-23 18:00:00,onboarding_completed
71,2026-05-26 00:00:00,signup
72,2026-02-13 00:00:00,signup
72,2026-02-13 16:00:00,onboarding_started
72,2026-02-13 22:00:00,onboarding_completed
72,2026-02-16 22:00:00,project_created
72,2026-02-18 22:00:00,report_created
73,2026-06-11 00:00:00,signup
73,2026-06-11 05:00:00,onboarding_started
73,2026-06-11 14:00:00,onboarding_completed
73,2026-06-12 14:00:00,project_created
73,2026-06-14 14:00:00,teammate_invited
74,2026-01-14 00:00:00,signup
74,2026-01-14 02:00:00,onboarding_started
74,2026-01-14 09:00:00,onboarding_completed
75,2026-04-05 00:00:00,signup
75,2026-04-05 19:00:00,onboarding_started
75,2026-04-05 20:00:00,onboarding_completed
75,2026-04-07 20:00:00,project_created
75,2026-04-08 20:00:00,integration_connected
75,2026-04-09 20:00:00,report_created
76,2026-02-17 00:00:00,signup
76,2026-02-17 11:00:00,onboarding_started
76,2026-02-17 16:00:00,onboarding_completed
76,2026-02-19 16:00:00,project_created
76,2026-02-19 16:00:00,teammate_invited
76,2026-02-22 16:00:00,report_created
76,2026-03-25 00:00:00,dashboard_viewed
77,2026-01-15 00:00:00,signup
77,2026-01-15 14:00:00,onboarding_started
77,2026-01-15 21:00:00,onboarding_completed
77,2026-01-15 21:00:00,project_created
77,2026-01-15 21:00:00,integration_connected
77,2026-02-15 00:00:00,dashboard_viewed
78,2026-02-09 00:00:00,signup
78,2026-02-09 07:00:00,onboarding_started
79,2026-03-23 00:00:00,signup
79,2026-03-23 19:00:00,onboarding_started
79,2026-03-23 21:00:00,onboarding_completed
80,2026-04-21 00:00:00,signup
80,2026-04-21 04:00:00,onboarding_started
80,2026-04-21 10:00:00,onboarding_completed
80,2026-04-23 10:00:00,project_created
80,2026-04-25 10:00:00,teammate_invited
80,2026-05-30 00:00:00,dashboard_viewed
81,2026-02-22 00:00:00,signup
81,2026-02-22 15:00:00,onboarding_started
82,2026-01-24 00:00:00,signup
82,2026-01-24 22:00:00,onboarding_started
82,2026-01-24 23:00:00,onboarding_completed
82,2026-01-27 23:00:00,project_created
82,2026-01-28 23:00:00,teammate_invited
82,2026-02-27 00:00:00,dashboard_viewed
83,2026-06-03 00:00:00,signup
83,2026-06-03 06:00:00,onboarding_started
83,2026-06-03 11:00:00,onboarding_completed
83,2026-06-05 11:00:00,project_created
84,2026-05-04 00:00:00,signup
84,2026-05-04 23:00:00,onboarding_started
84,2026-05-05 08:00:00,onboarding_completed
84,2026-05-06 08:00:00,project_created
84,2026-05-08 08:00:00,report_created
85,2026-02-10 00:00:00,signup
85,2026-02-10 23:00:00,onboarding_started
85,2026-02-11 04:00:00,onboarding_completed
85,2026-02-11 04:00:00,project_created
85,2026-02-12 04:00:00,report_created
85,2026-02-15 04:00:00,integration_connected
85,2026-03-16 00:00:00,dashboard_viewed
86,2026-06-06 00:00:00,signup
86,2026-06-06 05:00:00,onboarding_started
86,2026-06-06 10:00:00,onboarding_completed
86,2026-06-08 10:00:00,project_created
86,2026-06-08 10:00:00,teammate_invited
86,2026-06-10 10:00:00,integration_connected
86,2026-06-11 10:00:00,report_created
87,2026-01-15 00:00:00,signup
87,2026-01-15 04:00:00,onboarding_started
87,2026-01-15 11:00:00,onboarding_completed
87,2026-01-17 11:00:00,project_created
87,2026-01-23 11:00:00,report_created
87,2026-02-21 00:00:00,dashboard_viewed
88,2026-02-14 00:00:00,signup
88,2026-02-14 11:00:00,onboarding_started
88,2026-02-14 22:00:00,onboarding_completed
88,2026-02-14 22:00:00,project_created
88,2026-02-15 22:00:00,integration_connected
88,2026-03-19 00:00:00,dashboard_viewed
89,2026-03-06 00:00:00,signup
89,2026-03-06 03:00:00,onboarding_started
89,2026-03-06 13:00:00,onboarding_completed
90,2026-03-30 00:00:00,signup
90,2026-03-30 04:00:00,onboarding_started
90,2026-03-30 12:00:00,onboarding_completed
90,2026-04-02 12:00:00,project_created
90,2026-05-08 00:00:00,dashboard_viewed
91,2026-03-12 00:00:00,signup
91,2026-03-12 19:00:00,onboarding_started
91,2026-03-13 02:00:00,onboarding_completed
91,2026-03-13 02:00:00,project_created
91,2026-03-13 02:00:00,teammate_invited
91,2026-04-15 00:00:00,dashboard_viewed
92,2026-01-09 00:00:00,signup
92,2026-01-09 18:00:00,onboarding_started
93,2026-03-29 00:00:00,signup
93,2026-03-29 01:00:00,onboarding_started
93,2026-03-29 02:00:00,onboarding_completed
93,2026-03-31 02:00:00,project_created
94,2026-05-09 00:00:00,signup
94,2026-05-09 06:00:00,onboarding_started
95,2026-05-16 00:00:00,signup
95,2026-05-16 17:00:00,onboarding_started
95,2026-05-16 23:00:00,onboarding_completed
95,2026-05-18 23:00:00,project_created
95,2026-05-19 23:00:00,teammate_invited
95,2026-05-19 23:00:00,report_created
95,2026-06-21 00:00:00,dashboard_viewed
96,2026-03-04 00:00:00,signup
97,2026-05-19 00:00:00,signup
97,2026-05-19 13:00:00,onboarding_started
97,2026-05-19 16:00:00,onboarding_completed
97,2026-05-21 16:00:00,project_created
97,2026-05-22 16:00:00,teammate_invited
97,2026-06-23 00:00:00,dashboard_viewed
98,2026-03-22 00:00:00,signup
99,2026-05-16 00:00:00,signup
99,2026-05-16 23:00:00,onboarding_started
99,2026-05-17 10:00:00,onboarding_completed
100,2026-06-12 00:00:00,signup
100,2026-06-12 10:00:00,onboarding_started
100,2026-06-12 14:00:00,onboarding_completed
100,2026-06-15 14:00:00,project_created
100,2026-06-18 14:00:00,integration_connected
100,2026-07-20 00:00:00,dashboard_viewed
101,2026-06-12 00:00:00,signup
101,2026-06-12 11:00:00,onboarding_started
101,2026-06-12 13:00:00,onboarding_completed
101,2026-06-13 13:00:00,project_created
102,2026-02-02 00:00:00,signup
102,2026-02-02 19:00:00,onboarding_started
102,2026-02-03 00:00:00,onboarding_completed
102,2026-02-03 00:00:00,project_created
102,2026-02-07 00:00:00,report_created
102,2026-03-05 00:00:00,dashboard_viewed
103,2026-05-03 00:00:00,signup
103,2026-05-03 18:00:00,onboarding_started
104,2026-01-05 00:00:00,signup
104,2026-01-05 01:00:00,onboarding_started
104,2026-01-05 08:00:00,onboarding_completed
105,2026-02-10 00:00:00,signup
105,2026-02-10 08:00:00,onboarding_started
105,2026-02-10 16:00:00,onboarding_completed
105,2026-02-10 16:00:00,project_created
106,2026-01-28 00:00:00,signup
106,2026-01-28 13:00:00,onboarding_started
107,2026-05-15 00:00:00,signup
108,2026-03-13 00:00:00,signup
108,2026-03-13 01:00:00,onboarding_started
108,2026-03-13 03:00:00,onboarding_completed
109,2026-01-12 00:00:00,signup
109,2026-01-12 15:00:00,onboarding_started
109,2026-01-12 19:00:00,onboarding_completed
110,2026-06-11 00:00:00,signup
110,2026-06-11 15:00:00,onboarding_started
110,2026-06-11 22:00:00,onboarding_completed
111,2026-02-02 00:00:00,signup
111,2026-02-02 16:00:00,onboarding_started
111,2026-02-03 03:00:00,onboarding_completed
111,2026-02-06 03:00:00,project_created
111,2026-03-10 00:00:00,dashboard_viewed
112,2026-02-17 00:00:00,signup
112,2026-02-17 04:00:00,onboarding_started
113,2026-05-31 00:00:00,signup
113,2026-05-31 17:00:00,onboarding_started
114,2026-03-03 00:00:00,signup
114,2026-03-03 10:00:00,onboarding_started
114,2026-03-03 17:00:00,onboarding_completed
114,2026-03-03 17:00:00,project_created
115,2026-02-06 00:00:00,signup
115,2026-02-06 07:00:00,onboarding_started
116,2026-04-09 00:00:00,signup
116,2026-04-09 22:00:00,onboarding_started
116,2026-04-10 02:00:00,onboarding_completed
117,2026-06-21 00:00:00,signup
117,2026-06-21 02:00:00,onboarding_started
117,2026-06-21 07:00:00,onboarding_completed
117,2026-06-24 07:00:00,project_created
118,2026-04-14 00:00:00,signup
118,2026-04-14 05:00:00,onboarding_started
119,2026-02-04 00:00:00,signup
119,2026-02-04 03:00:00,onboarding_started
120,2026-04-11 00:00:00,signup
120,2026-04-11 03:00:00,onboarding_started
120,2026-04-11 10:00:00,onboarding_completed
120,2026-04-12 10:00:00,project_created
120,2026-04-14 10:00:00,teammate_invited
120,2026-04-16 10:00:00,report_created
121,2026-06-24 00:00:00,signup
121,2026-06-24 15:00:00,onboarding_started
121,2026-06-24 21:00:00,onboarding_completed
122,2026-05-11 00:00:00,signup
122,2026-05-11 06:00:00,onboarding_started
123,2026-01-01 00:00:00,signup
123,2026-01-01 05:00:00,onboarding_started
124,2026-01-05 00:00:00,signup
124,2026-01-05 16:00:00,onboarding_started
124,2026-01-06 03:00:00,onboarding_completed
124,2026-01-06 03:00:00,project_created
124,2026-01-11 03:00:00,report_created
125,2026-05-22 00:00:00,signup
125,2026-05-22 12:00:00,onboarding_started
125,2026-05-22 14:00:00,onboarding_completed
126,2026-04-13 00:00:00,signup
127,2026-01-27 00:00:00,signup
128,2026-05-17 00:00:00,signup
128,2026-05-17 23:00:00,onboarding_started
128,2026-05-18 03:00:00,onboarding_completed
128,2026-05-19 03:00:00,project_created
128,2026-05-21 03:00:00,report_created
128,2026-06-24 00:00:00,dashboard_viewed
129,2026-01-15 00:00:00,signup
130,2026-03-31 00:00:00,signup
130,2026-03-31 15:00:00,onboarding_started
130,2026-03-31 20:00:00,onboarding_completed
130,2026-03-31 20:00:00,project_created
130,2026-04-02 20:00:00,report_created
131,2026-02-11 00:00:00,signup
131,2026-02-11 15:00:00,onboarding_started
132,2026-05-04 00:00:00,signup
132,2026-05-04 09:00:00,onboarding_started
132,2026-05-04 18:00:00,onboarding_completed
132,2026-05-04 18:00:00,project_created
132,2026-06-03 00:00:00,dashboard_viewed
133,2026-06-28 00:00:00,signup
133,2026-06-28 19:00:00,onboarding_started
133,2026-06-28 22:00:00,onboarding_completed
133,2026-07-01 22:00:00,project_created
133,2026-07-02 22:00:00,report_created
133,2026-07-03 22:00:00,teammate_invited
133,2026-07-05 22:00:00,integration_connected
133,2026-08-07 00:00:00,dashboard_viewed
134,2026-03-04 00:00:00,signup
135,2026-04-06 00:00:00,signup
135,2026-04-06 17:00:00,onboarding_started
135,2026-04-06 18:00:00,onboarding_completed
136,2026-02-21 00:00:00,signup
136,2026-02-21 15:00:00,onboarding_started
137,2026-04-06 00:00:00,signup
137,2026-04-06 15:00:00,onboarding_started
137,2026-04-06 17:00:00,onboarding_completed
137,2026-04-08 17:00:00,project_created
137,2026-04-08 17:00:00,integration_connected
138,2026-05-12 00:00:00,signup
138,2026-05-12 05:00:00,onboarding_started
138,2026-05-12 06:00:00,onboarding_completed
139,2026-05-31 00:00:00,signup
139,2026-05-31 09:00:00,onboarding_started
139,2026-05-31 16:00:00,onboarding_completed
139,2026-06-01 16:00:00,project_created
139,2026-06-02 16:00:00,report_created
139,2026-06-05 16:00:00,integration_connected
139,2026-07-10 00:00:00,dashboard_viewed
140,2026-05-23 00:00:00,signup
140,2026-05-23 05:00:00,onboarding_started
140,2026-05-23 15:00:00,onboarding_completed
141,2026-06-20 00:00:00,signup
142,2026-01-29 00:00:00,signup
142,2026-01-29 10:00:00,onboarding_started
142,2026-01-29 13:00:00,onboarding_completed
142,2026-01-30 13:00:00,project_created
142,2026-02-03 13:00:00,integration_connected
142,2026-02-28 00:00:00,dashboard_viewed
143,2026-02-05 00:00:00,signup
143,2026-02-05 09:00:00,onboarding_started
143,2026-02-05 13:00:00,onboarding_completed
144,2026-01-13 00:00:00,signup
144,2026-01-13 07:00:00,onboarding_started
145,2026-06-09 00:00:00,signup
145,2026-06-09 01:00:00,onboarding_started
145,2026-06-09 04:00:00,onboarding_completed
145,2026-06-12 04:00:00,project_created
145,2026-06-14 04:00:00,report_created
146,2026-03-12 00:00:00,signup
146,2026-03-12 10:00:00,onboarding_started
147,2026-03-27 00:00:00,signup
147,2026-03-27 04:00:00,onboarding_started
148,2026-01-28 00:00:00,signup
148,2026-01-28 23:00:00,onboarding_started
149,2026-03-07 00:00:00,signup
149,2026-03-07 14:00:00,onboarding_started
150,2026-06-19 00:00:00,signup
151,2026-02-14 00:00:00,signup
151,2026-02-14 02:00:00,onboarding_started
151,2026-02-14 09:00:00,onboarding_completed
151,2026-02-14 09:00:00,project_created
151,2026-02-15 09:00:00,report_created
151,2026-03-20 00:00:00,dashboard_viewed
152,2026-03-03 00:00:00,signup
152,2026-03-03 03:00:00,onboarding_started
152,2026-03-03 07:00:00,onboarding_completed
152,2026-03-05 07:00:00,project_created
153,2026-05-14 00:00:00,signup
153,2026-05-14 06:00:00,onboarding_started
153,2026-05-14 13:00:00,onboarding_completed
153,2026-05-15 13:00:00,project_created
153,2026-05-20 13:00:00,report_created
154,2026-01-28 00:00:00,signup
154,2026-01-28 04:00:00,onboarding_started
155,2026-01-28 00:00:00,signup
155,2026-01-28 07:00:00,onboarding_started
155,2026-01-28 15:00:00,onboarding_completed
155,2026-01-29 15:00:00,project_created
155,2026-02-01 15:00:00,report_created
156,2026-04-18 00:00:00,signup
156,2026-04-18 13:00:00,onboarding_started
156,2026-04-18 14:00:00,onboarding_completed
157,2026-02-13 00:00:00,signup
157,2026-02-13 17:00:00,onboarding_started
158,2026-03-25 00:00:00,signup
158,2026-03-25 02:00:00,onboarding_started
158,2026-03-25 13:00:00,onboarding_completed
158,2026-03-27 13:00:00,project_created
158,2026-04-01 13:00:00,report_created
159,2026-01-30 00:00:00,signup
160,2026-03-16 00:00:00,signup
160,2026-03-16 18:00:00,onboarding_started
160,2026-03-16 23:00:00,onboarding_completed
161,2026-05-08 00:00:00,signup
162,2026-04-02 00:00:00,signup
162,2026-04-02 17:00:00,onboarding_started
162,2026-04-03 03:00:00,onboarding_completed
162,2026-04-05 03:00:00,project_created
162,2026-04-06 03:00:00,report_created
162,2026-04-07 03:00:00,integration_connected
163,2026-05-09 00:00:00,signup
163,2026-05-09 23:00:00,onboarding_started
163,2026-05-10 08:00:00,onboarding_completed
163,2026-05-11 08:00:00,project_created
163,2026-05-12 08:00:00,teammate_invited
163,2026-05-14 08:00:00,integration_connected
163,2026-06-18 00:00:00,dashboard_viewed
164,2026-05-01 00:00:00,signup
164,2026-05-01 06:00:00,onboarding_started
164,2026-05-01 07:00:00,onboarding_completed
164,2026-05-02 07:00:00,project_created
164,2026-05-02 07:00:00,integration_connected
165,2026-01-27 00:00:00,signup
165,2026-01-27 16:00:00,onboarding_started
165,2026-01-28 02:00:00,onboarding_completed
166,2026-05-01 00:00:00,signup
166,2026-05-01 04:00:00,onboarding_started
167,2026-04-26 00:00:00,signup
167,2026-04-26 21:00:00,onboarding_started
167,2026-04-27 07:00:00,onboarding_completed
167,2026-04-27 07:00:00,project_created
167,2026-04-28 07:00:00,teammate_invited
167,2026-04-28 07:00:00,report_created
167,2026-06-03 00:00:00,dashboard_viewed
168,2026-01-03 00:00:00,signup
168,2026-01-03 07:00:00,onboarding_started
169,2026-04-13 00:00:00,signup
169,2026-04-13 11:00:00,onboarding_started
169,2026-04-13 14:00:00,onboarding_completed
169,2026-04-16 14:00:00,project_created
169,2026-04-17 14:00:00,integration_connected
169,2026-04-21 14:00:00,report_created
169,2026-05-20 00:00:00,dashboard_viewed
170,2026-06-04 00:00:00,signup
170,2026-06-04 18:00:00,onboarding_started
171,2026-05-17 00:00:00,signup
171,2026-05-17 08:00:00,onboarding_started
171,2026-05-17 10:00:00,onboarding_completed
171,2026-05-18 10:00:00,project_created
171,2026-05-20 10:00:00,integration_connected
172,2026-03-03 00:00:00,signup
172,2026-03-03 12:00:00,onboarding_started
172,2026-03-03 22:00:00,onboarding_completed
173,2026-06-14 00:00:00,signup
173,2026-06-14 07:00:00,onboarding_started
173,2026-06-14 09:00:00,onboarding_completed
173,2026-06-16 09:00:00,project_created
173,2026-06-17 09:00:00,teammate_invited
174,2026-02-20 00:00:00,signup
174,2026-02-20 17:00:00,onboarding_started
174,2026-02-21 03:00:00,onboarding_completed
175,2026-06-21 00:00:00,signup
175,2026-06-21 20:00:00,onboarding_started
175,2026-06-22 00:00:00,onboarding_completed
176,2026-06-01 00:00:00,signup
176,2026-06-01 15:00:00,onboarding_started
177,2026-02-28 00:00:00,signup
177,2026-02-28 12:00:00,onboarding_started
177,2026-02-28 14:00:00,onboarding_completed
178,2026-04-28 00:00:00,signup
178,2026-04-28 03:00:00,onboarding_started
178,2026-04-28 12:00:00,onboarding_completed
179,2026-06-09 00:00:00,signup
179,2026-06-09 19:00:00,onboarding_started
179,2026-06-10 03:00:00,onboarding_completed
179,2026-06-12 03:00:00,project_created
179,2026-06-13 03:00:00,teammate_invited
179,2026-06-13 03:00:00,integration_connected
179,2026-06-14 03:00:00,report_created
180,2026-04-06 00:00:00,signup
180,2026-04-06 07:00:00,onboarding_started
181,2026-06-29 00:00:00,signup
181,2026-06-29 08:00:00,onboarding_started
181,2026-06-29 11:00:00,onboarding_completed
181,2026-07-01 11:00:00,project_created
181,2026-07-03 11:00:00,report_created
182,2026-04-23 00:00:00,signup
182,2026-04-23 16:00:00,onboarding_started
182,2026-04-23 18:00:00,onboarding_completed
182,2026-04-24 18:00:00,project_created
182,2026-04-28 18:00:00,integration_connected
182,2026-04-29 18:00:00,report_created
183,2026-03-03 00:00:00,signup
183,2026-03-03 06:00:00,onboarding_started
184,2026-02-21 00:00:00,signup
184,2026-02-21 10:00:00,onboarding_started
184,2026-02-21 19:00:00,onboarding_completed
184,2026-02-24 19:00:00,project_created
184,2026-02-26 19:00:00,teammate_invited
184,2026-04-02 00:00:00,dashboard_viewed
185,2026-01-12 00:00:00,signup
185,2026-01-12 16:00:00,onboarding_started
186,2026-02-08 00:00:00,signup
186,2026-02-08 14:00:00,onboarding_started
186,2026-02-08 16:00:00,onboarding_completed
186,2026-02-09 16:00:00,project_created
186,2026-02-10 16:00:00,report_created
187,2026-05-10 00:00:00,signup
187,2026-05-10 16:00:00,onboarding_started
187,2026-05-10 23:00:00,onboarding_completed
187,2026-05-10 23:00:00,project_created
187,2026-05-11 23:00:00,report_created
188,2026-05-11 00:00:00,signup
188,2026-05-11 04:00:00,onboarding_started
188,2026-05-11 07:00:00,onboarding_completed
188,2026-05-11 07:00:00,project_created
188,2026-05-12 07:00:00,report_created
189,2026-04-23 00:00:00,signup
190,2026-04-11 00:00:00,signup
190,2026-04-11 09:00:00,onboarding_started
